id_news,id_cd,id_cm,id_author,id_btv
4715545,59,12,310,0
4717681,59,12,258,0
4717503,59,12,365,0
4717419,59,12,111,0
4716983,59,12,189,0
4717112,59,12,407,0
4717060,59,12,407,0
4731832,19,12,426,0
4728986,19,12,408,0
4731166,19,12,407,0
4730218,19,12,241,0
4730435,19,12,77,0
4730650,19,12,77,0
4730421,19,12,258,0
4729515,19,12,77,0
4727762,19,12,111,0
4725874,19,12,165,0
4728086,19,12,322,0
4726983,19,12,333,0
4727994,19,12,365,0
4728212,19,12,189,0
4721931,19,12,323,0
4727019,19,12,407,0
4721933,19,12,323,0
4721934,19,12,323,0
4726423,19,12,301,0
4725989,19,12,65,0
4725013,19,12,436,0
4721935,19,12,323,0
4725298,19,12,258,0
4725100,19,12,165,0
4725002,19,12,258,0
4724919,19,12,77,0
4724619,19,12,408,0
4721936,19,12,323,0
4723948,19,12,189,0
4724480,19,12,426,0
4724646,19,12,408,0
4721937,19,12,323,0
4722989,19,12,365,0
4724004,19,12,258,0
4723499,19,12,407,0
4723364,19,12,189,0
4721938,19,12,323,0
4722630,19,12,258,0
4723054,19,12,189,0
4722824,19,12,77,0
4721940,19,12,323,0
4722341,19,12,426,0
4721902,19,12,77,0
4721900,19,12,426,0
4720308,19,12,333,0
4721800,19,12,204,0
4721465,19,12,426,0
4721066,19,12,426,0
4719404,19,12,364,0
4720633,19,12,252,0
4720599,19,12,258,0
4720510,19,12,407,0
4720160,19,12,407,0
4717535,19,12,241,0
4720331,19,12,364,0
4719276,19,12,111,0
4729683,20,12,408,0
4729245,20,12,53,0
4726251,20,12,364,0
4728704,20,12,189,0
4727203,20,12,245,0
4728001,20,12,24,0
4727608,20,12,189,0
4727757,20,12,87,0
4727353,20,12,408,0
4727566,20,12,407,0
4725570,20,12,53,0
4724892,20,12,294,0
4722868,20,12,407,0
4725850,20,12,24,0
4724879,20,12,53,0
4722746,20,12,294,0
4722748,20,12,258,0
4721941,20,12,53,0
4721996,20,12,189,0
4721750,20,12,258,0
4720810,20,12,207,0
4719877,20,12,408,0
4720275,20,12,423,0
4719031,20,12,207,0
4717881,20,12,189,0
4716447,20,12,407,0
4718130,20,12,245,0
4717329,20,12,207,0
4716445,20,12,407,0
4715146,20,12,258,0
4715865,20,12,408,0
4715784,20,12,179,0
4714981,20,12,189,0
4715033,20,12,53,0
4714585,20,12,77,0
4714109,20,12,207,0
4713273,20,12,189,0
4712841,20,12,408,0
4712331,20,12,189,0
4712351,20,12,189,0
4709317,20,12,207,0
4709913,20,12,207,0
4710829,20,12,189,0
4710487,20,12,407,0
4710510,20,12,207,0
4709297,20,12,408,0
4709355,20,12,65,0
4709432,20,12,364,0
4706878,20,12,408,0
4731587,9,13,243,0
4731614,9,13,146,0
4731148,9,13,126,0
4728737,9,13,368,0
4730896,9,13,146,0
4731222,9,13,146,0
4730652,9,13,146,0
4730054,9,13,269,0
4729729,9,13,314,0
4729206,9,13,24,0
4729004,9,13,269,0
4728512,9,13,146,0
4726409,51,13,146,0
4728215,9,13,243,0
4727172,9,13,381,0
4727960,9,13,269,0
4727844,9,13,204,0
4727505,9,13,254,0
4726868,9,13,243,0
4726727,9,13,115,0
4727561,9,13,408,0
4726438,9,13,428,0
4725071,51,13,146,0
4726976,9,13,126,0
4726362,9,13,269,0
4727080,9,13,204,0
4724579,9,13,269,0
4726320,4,13,166,0
4721004,4,13,231,0
4731429,67,13,366,0
4731178,51,13,368,0
4729194,67,13,30,0
4729105,67,13,146,0
4728041,67,13,269,0
4727369,67,13,269,0
4727190,67,13,146,0
4723073,67,13,136,0
4723064,67,13,146,0
4722832,67,13,408,0
4719798,9,13,422,0
4718193,67,13,146,0
4713880,67,13,126,0
4713194,67,13,243,0
4712518,51,13,243,0
4711389,51,13,243,0
4709062,67,13,366,0
4709347,67,13,243,0
4708999,67,13,146,0
4707905,67,13,243,0
4707494,67,13,243,0
4705573,67,13,243,0
4704502,67,13,243,0
4703046,67,13,243,0
4701531,67,13,146,0
4700388,67,13,146,0
4699001,51,13,243,0
4698818,67,13,146,0
4725103,4,13,30,0
4728726,4,13,265,0
4728588,4,13,243,0
4727502,4,13,243,0
4725897,4,13,243,0
4725050,4,13,243,0
4723157,4,13,243,0
4719303,51,13,264,0
4718693,4,13,146,0
4718624,4,13,366,0
4718103,4,13,12,0
4715498,4,13,366,0
4715589,4,13,30,0
4716321,4,13,243,0
4716130,4,13,243,0
4702442,9,13,363,0
4715347,4,13,408,0
4714792,4,13,243,0
4713805,4,13,200,0
4713977,4,13,243,0
4712789,4,13,30,0
4712387,4,13,63,0
4712448,4,13,243,0
4711402,4,13,243,0
4711090,4,13,12,0
4708868,4,13,243,0
4706743,4,13,30,0
4704852,4,13,366,0
4704877,4,13,243,0
4703985,4,13,243,0
4698712,4,13,217,0
4701157,4,13,243,0
4700860,4,13,358,0
4689747,4,13,217,0
4697475,4,13,368,0
4696079,4,13,368,0
4693043,4,13,30,0
4731798,22,14,374,0
4731950,22,14,232,0
4731464,22,14,282,0
4731874,22,14,232,0
4731853,22,14,232,0
4731535,22,14,22,0
4731577,22,14,232,0
4708158,22,14,232,0
4731536,22,14,22,0
4731334,22,14,282,0
4731164,22,14,374,0
4731671,22,14,294,0
4731411,22,14,282,0
4731405,22,14,282,0
4731314,22,14,282,0
4731247,22,14,328,0
4731161,22,14,282,0
4731101,22,14,232,0
4730696,22,14,374,0
4731077,22,14,211,0
4731031,22,14,232,0
4730841,22,14,374,0
4730809,22,14,374,0
4730709,22,14,22,0
4730367,22,14,282,0
4730383,22,14,374,0
4730350,22,14,374,0
4730318,22,14,374,0
4730067,22,14,374,0
4729765,22,14,22,0
4729901,22,14,374,0
4729748,22,14,232,0
4729845,22,14,374,0
4729219,22,14,22,0
4729421,22,14,132,0
4729310,22,14,22,0
4729453,22,14,282,0
4729315,22,14,232,0
4729353,22,14,374,0
4729155,22,14,374,0
4729312,22,14,232,0
4728904,22,14,374,0
4727784,22,14,374,0
4728796,22,14,12,0
4728628,22,14,232,0
4728745,22,14,12,0
4728709,22,14,12,0
4728623,22,14,12,0
4728467,22,14,328,0
4728334,22,14,282,0
4728490,22,14,328,0
4728331,22,14,282,0
4727451,22,14,374,0
4728020,22,14,282,0
4727898,22,14,374,0
4725781,22,14,232,0
4727650,5,14,282,0
4727526,22,14,374,0
4726998,22,14,282,0
4731586,68,14,374,0
4731756,68,14,294,0
4731234,68,14,328,0
4730540,68,14,374,0
4731095,68,14,340,0
4730708,68,14,22,0
4730079,68,14,322,0
4729400,68,14,374,0
4729381,68,14,374,0
4692863,68,14,322,0
4728842,68,14,22,0
4728974,68,14,374,0
4728843,68,14,340,0
4728728,68,14,12,0
4727774,68,14,423,0
4728292,68,14,294,0
4727839,68,14,294,0
4728435,68,14,12,0
4728102,68,14,22,0
4726473,68,14,364,0
4727045,68,14,374,0
4726996,68,14,22,0
4726541,68,14,22,0
4727001,68,14,340,0
4726543,68,14,22,0
4725981,68,14,294,0
4725338,68,14,294,0
4726364,68,14,340,0
4726098,68,14,22,0
4725639,68,14,282,0
4725505,68,14,232,0
4724197,68,14,282,0
4724713,68,14,22,0
4724803,68,14,294,0
4724257,68,14,86,0
4724258,68,14,22,0
4724317,68,14,374,0
4723829,68,14,22,0
4719496,68,14,364,0
4723690,68,14,282,0
4723377,68,14,22,0
4720533,68,14,282,0
4721564,68,14,22,0
4721127,68,14,374,0
4726547,5,14,232,0
4723929,5,14,374,0
4724241,5,14,282,0
4723460,5,14,374,0
4722918,5,14,282,0
4722929,5,14,374,0
4722419,5,14,282,0
4721544,5,14,282,0
4721289,5,14,282,0
4720074,5,14,374,0
4718905,5,14,374,0
4719484,5,14,203,0
4716575,5,14,374,0
4716525,5,14,374,0
4713450,5,14,282,0
4711656,5,14,282,0
4710917,5,14,282,0
4709803,5,14,282,0
4708201,5,14,282,0
4705638,5,14,185,0
4703554,5,14,282,0
4700257,5,14,282,0
4693370,5,14,75,0
4695019,5,14,374,0
4693019,5,14,374,0
4692705,5,14,282,0
4690927,5,14,282,0
4690327,5,14,374,0
4684555,5,14,374,0
4686169,5,14,232,0
4683755,5,14,282,0
4683507,5,14,282,0
4682868,5,14,344,0
4682136,5,14,282,0
4681682,5,14,282,0
4681016,5,14,282,0
4680459,5,14,374,0
4680243,5,14,282,0
4680159,5,14,12,0
4679712,5,14,282,0
4679700,5,14,98,0
4678480,5,14,328,0
4677238,5,14,374,0
4676715,5,14,19,0
4676690,5,14,423,0
4731100,57,14,55,0
4729768,57,14,33,0
4728625,57,14,280,0
4728206,57,14,29,0
4723251,57,14,79,0
4724665,57,14,370,0
4723344,57,14,70,0
4723167,57,14,232,0
4720078,57,14,12,0
4718363,57,14,216,0
4717941,57,14,392,0
4716009,57,14,282,0
4714753,57,14,399,0
4714159,57,14,261,0
4713208,57,14,374,0
4711883,57,14,374,0
4712584,57,14,334,0
4710106,57,14,419,0
4712228,57,14,57,0
4711708,57,14,159,0
4709367,57,14,12,0
4708258,57,14,416,0
4706881,57,14,359,0
4706872,57,14,336,0
4706851,57,14,395,0
4706568,57,14,134,0
4704518,57,14,374,0
4705219,57,14,282,0
4704075,57,14,122,0
4704057,57,14,32,0
4701967,57,14,308,0
4701131,57,14,40,0
4700295,57,14,248,0
4699118,57,14,400,0
4696661,57,14,372,0
4695398,57,14,374,0
4695315,57,14,283,0
4694838,57,14,374,0
4690889,57,14,419,0
4691246,57,14,374,0
4691620,57,14,293,0
4690821,57,14,356,0
4687489,57,14,374,0
4684755,57,14,374,0
4685669,57,14,341,0
4685571,57,14,91,0
4685082,57,14,374,0
4682944,57,14,374,0
4681858,57,14,242,0
4681455,57,14,12,0
4681072,57,14,90,0
4679662,57,14,338,0
4678170,57,14,232,0
4677862,57,14,374,0
4677286,57,14,377,0
4676460,57,14,340,0
4676316,57,14,382,0
4675298,57,14,374,0
4674612,57,14,266,0
4674162,57,14,282,0
4731966,46,15,410,0
4731666,46,15,23,0
4731239,46,15,76,0
4731618,46,15,76,0
4731720,46,15,303,0
4731562,46,15,23,0
4731417,46,15,410,0
4731173,46,15,76,0
4731461,46,15,410,0
4730828,46,15,76,0
4730978,46,15,410,0
4730792,46,15,76,0
4730591,46,15,102,0
4730514,46,15,410,0
4729899,46,15,123,0
4730782,46,15,410,0
4730400,46,15,76,0
4730522,46,15,102,0
4730444,46,15,76,0
4730363,46,15,76,0
4730238,46,15,23,0
4730063,46,15,410,0
4729331,46,15,76,0
4730012,46,15,76,0
4729860,46,15,410,0
4729600,46,15,23,0
4729877,46,15,76,0
4729595,46,15,23,0
4730195,46,15,133,0
4729376,46,15,410,0
4729140,46,15,76,0
4729193,46,15,23,0
4729390,46,15,76,0
4729691,46,15,133,0
4728528,46,15,76,0
4728872,46,15,76,0
4728801,46,15,23,0
4728622,46,15,133,0
4728618,46,15,23,0
4728127,46,15,76,0
4728459,46,15,76,0
4728342,46,15,388,0
4728397,46,15,76,0
4728093,46,15,76,0
4728021,46,15,123,0
4727719,46,15,133,0
4728284,46,15,23,0
4727583,46,15,23,0
4727296,46,15,76,0
4727555,46,15,76,0
4727609,46,15,23,0
4727673,46,15,76,0
4728211,46,15,92,0
4724806,46,15,410,0
4728028,46,15,133,0
4727469,46,15,345,0
4727493,46,15,23,0
4727346,46,15,388,0
